timestamp,url,title,domain,category,hour,day_of_week,date,is_weekend,day_num,time_of_day,time_diff,new_session,session_id,ram_used_mb,ram_available_mb,browser_ram_mb,cpu_percent
2026-04-09 14:20:44.795729,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=GQj24HcTloHO,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:32.443046,False,2,10063.64,5936.36,1124.14,46.88
2026-04-09 14:20:47.141229,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=CaFZTc5BnWpk,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:02.345500,False,2,10063.64,5936.36,1124.14,46.88
2026-04-09 14:21:08.752181,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=0Biwacy34e1Y,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:21.610952,False,2,10198.78,5801.22,1194.91,21.68
2026-04-09 14:21:13.595330,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=GQj24HcTloHO,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:04.843149,False,2,10198.78,5801.22,1194.91,21.68
2026-04-09 14:21:16.124759,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=CaFZTc5BnWpk,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:02.529429,False,2,10393.06,5606.94,1323.42,29.22
2026-04-09 14:21:18.503088,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=0Biwacy34e1Y,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:02.378329,False,2,10393.06,5606.94,1323.42,29.22
2026-04-09 14:21:20.995747,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=CaFZTc5BnWpk,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:02.492659,False,2,10393.06,5606.94,1323.42,29.22
2026-04-09 14:21:22.629529,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=221Gjm7Znnzq,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:01.633782,False,2,10393.06,5606.94,1323.42,29.22
2026-04-09 14:21:31.123980,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=0Biwacy34e1Y,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:08.494451,False,2,10185.88,5814.12,1368.26,57.5
2026-04-09 14:21:33.618234,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=CaFZTc5BnWpk,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:02.494254,False,2,10185.88,5814.12,1368.26,57.5
2026-04-09 14:21:34.887059,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=221Gjm7Znnzq,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:01.268825,False,2,10596.86,5403.14,1278.6,57.24
2026-04-09 14:21:37.179257,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=0Biwacy34e1Y,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:02.292198,False,2,10596.86,5403.14,1278.6,57.24
2026-04-09 14:21:39.959311,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=CaFZTc5BnWpk,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:02.780054,False,2,10596.86,5403.14,1278.6,57.24
2026-04-09 14:21:44.521756,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=221Gjm7Znnzq,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:04.562445,False,2,10861.94,5138.06,1233.61,18.35
2026-04-09 14:22:07.014588,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=0Biwacy34e1Y,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:22.492832,False,2,10086.01,5913.99,1307.4,18.83
2026-04-09 14:22:10.302900,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=CaFZTc5BnWpk,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:03.288312,False,2,10086.01,5913.99,1307.4,18.83
2026-04-09 14:22:13.482156,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=221Gjm7Znnzq,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:03.179256,False,2,10086.01,5913.99,1307.4,18.83
2026-04-09 14:22:21.926252,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=LjlFz1sWn2SF,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:08.444096,False,2,10275.37,5724.63,1244.45,48.98
2026-04-09 14:22:29.529943,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=221Gjm7Znnzq,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:07.603691,False,2,10300.81,5699.19,1283.19,58.46
2026-04-09 14:22:31.612073,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=LjlFz1sWn2SF,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:02.082130,False,2,10300.81,5699.19,1283.19,58.46
2026-04-09 14:22:33.963551,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=0Biwacy34e1Y,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:02.351478,False,2,10300.81,5699.19,1283.19,58.46
2026-04-09 14:22:39.462941,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=LjlFz1sWn2SF,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:05.499390,False,2,10684.1,5315.9,1242.93,44.8
2026-04-09 14:22:45.066757,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=uLl4qWc1n77u,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:05.603816,False,2,10468.72,5531.28,1262.34,21.22
2026-04-09 14:24:06.375134,https://www.google.com/search?q=ipl&oq=ipl&gs_lcrp=EgZjaHJvbWUqBwgAEAAYjwIyBwgAEAAYjwIyDQgBEC4YgwEYsQMYgAQyDAgCECMYJxiABBiKBTINCAMQABiDARixAxiABDINCAQQABiDARixAxiABDINCAUQABiDARixAxiABDINCAYQABiDARixAxiABDIQCAcQABiDARixAxiABBiKBTIQCAgQABiDARixAxiABBiKBTIQCAkQABiDARixAxiABBiKBdIBBzg2NmowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,ipl - Google Search,google.com,search,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:01:21.308377,False,2,9703.84,6296.16,1212.98,39.62
2026-04-09 14:24:08.802019,https://www.google.com/search?q=ipl&oq=ipl&gs_lcrp=EgZjaHJvbWUqBwgAEAAYjwIyBwgAEAAYjwIyDQgBEC4YgwEYsQMYgAQyDAgCECMYJxiABBiKBTINCAMQABiDARixAxiABDINCAQQABiDARixAxiABDINCAUQABiDARixAxiABDINCAYQABiDARixAxiABDIQCAcQABiDARixAxiABBiKBTIQCAgQABiDARixAxiABBiKBTIQCAkQABiDARixAxiABBiKBdIBBzg2NmowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,ipl - Google Search,google.com,search,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:02.426885,False,2,9703.84,6296.16,1212.98,39.62
2026-04-09 14:24:09.485147,https://www.google.com/search?q=ipl&oq=ipl&gs_lcrp=EgZjaHJvbWUqBwgAEAAYjwIyBwgAEAAYjwIyDQgBEC4YgwEYsQMYgAQyDAgCECMYJxiABBiKBTINCAMQABiDARixAxiABDINCAQQABiDARixAxiABDINCAUQABiDARixAxiABDINCAYQABiDARixAxiABDIQCAcQABiDARixAxiABBiKBTIQCAgQABiDARixAxiABBiKBTIQCAkQABiDARixAxiABBiKBdIBBzg2NmowajeoAgCwAgA&sourceid=chrome&ie=UTF-8#sie=m;/g/11z2156fmt;5;/m/03b_lm1;dt;fp;1;;;;-1,ipl - Google Search,google.com,search,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:00.683128,False,2,9703.84,6296.16,1212.98,39.62
2026-04-09 14:24:30.130217,https://www.google.com/search?q=ipl&oq=ipl&gs_lcrp=EgZjaHJvbWUqBwgAEAAYjwIyBwgAEAAYjwIyDQgBEC4YgwEYsQMYgAQyDAgCECMYJxiABBiKBTINCAMQABiDARixAxiABDINCAQQABiDARixAxiABDINCAUQABiDARixAxiABDINCAYQABiDARixAxiABDIQCAcQABiDARixAxiABBiKBTIQCAgQABiDARixAxiABBiKBTIQCAkQABiDARixAxiABBiKBdIBBzg2NmowajeoAgCwAgA&sourceid=chrome&ie=UTF-8#sie=m;/g/11z2156fmt;5;/m/03b_lm1;cm;fp;1;;;;-1,ipl - Google Search,google.com,search,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:20.645070,False,2,10072.12,5927.88,1346.25,53.93
2026-04-09 14:24:55.039310,https://www.google.com/search?q=ipl&oq=ipl&gs_lcrp=EgZjaHJvbWUqBwgAEAAYjwIyBwgAEAAYjwIyDQgBEC4YgwEYsQMYgAQyDAgCECMYJxiABBiKBTINCAMQABiDARixAxiABDINCAQQABiDARixAxiABDINCAUQABiDARixAxiABDINCAYQABiDARixAxiABDIQCAcQABiDARixAxiABBiKBTIQCAgQABiDARixAxiABBiKBTIQCAkQABiDARixAxiABBiKBdIBBzg2NmowajeoAgCwAgA&sourceid=chrome&ie=UTF-8#sie=m;/g/11z2156fmt;5;/m/03b_lm1;cms;fp;1;;;;-1,ipl - Google Search,google.com,search,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:24.909093,False,2,10613.33,5386.67,1416.93,40.93
2026-04-09 14:25:02.670759,https://www.google.com/search?q=ipl&oq=ipl&gs_lcrp=EgZjaHJvbWUqBwgAEAAYjwIyBwgAEAAYjwIyDQgBEC4YgwEYsQMYgAQyDAgCECMYJxiABBiKBTINCAMQABiDARixAxiABDINCAQQABiDARixAxiABDINCAUQABiDARixAxiABDINCAYQABiDARixAxiABDIQCAcQABiDARixAxiABBiKBTIQCAgQABiDARixAxiABBiKBTIQCAkQABiDARixAxiABBiKBdIBBzg2NmowajeoAgCwAgA&sourceid=chrome&ie=UTF-8#sie=m;/g/11z2156fmt;5;/m/03b_lm1;cm;fp;1;;;;-1,ipl - Google Search,google.com,search,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:07.631449,False,2,10613.33,5386.67,1416.93,40.93
2026-04-09 14:25:05.272776,https://www.google.com/search?q=ipl&oq=ipl&gs_lcrp=EgZjaHJvbWUqBwgAEAAYjwIyBwgAEAAYjwIyDQgBEC4YgwEYsQMYgAQyDAgCECMYJxiABBiKBTINCAMQABiDARixAxiABDINCAQQABiDARixAxiABDINCAUQABiDARixAxiABDINCAYQABiDARixAxiABDIQCAcQABiDARixAxiABBiKBTIQCAgQABiDARixAxiABBiKBTIQCAkQABiDARixAxiABBiKBdIBBzg2NmowajeoAgCwAgA&sourceid=chrome&ie=UTF-8#sie=m;/g/11z2156fmt;5;/m/03b_lm1;cms;fp;1;;;;-1,ipl - Google Search,google.com,search,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:02.602017,False,2,10270.16,5729.84,1348.06,54.04
2026-04-09 14:28:36.960415,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=uATrYTpApR18,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:03:31.687639,False,2,10149.69,5850.31,1444.38,53.22
2026-04-09 14:28:42.180138,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=uLl4qWc1n77u,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:05.219723,False,2,10149.69,5850.31,1444.38,53.22
2026-04-09 14:28:44.142376,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=uATrYTpApR18,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:01.962238,False,2,10149.69,5850.31,1444.38,53.22
2026-04-09 14:28:53.618124,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=8dJdBaAHpV6D,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:09.475748,False,2,10501.1,5498.9,1297.11,19.28
2026-04-09 14:28:57.776951,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=uATrYTpApR18,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:04.158827,False,2,10468.55,5531.45,1345.68,48.55
2026-04-09 14:29:01.431633,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=8dJdBaAHpV6D,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:03.654682,False,2,10468.55,5531.45,1345.68,48.55
2026-04-09 14:29:54.295528,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=xCyLhzEmpkuF,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:52.863895,False,2,10251.83,5748.17,1298.57,39.1
2026-04-09 14:29:57.845362,https://colab.research.google.com/drive/1X2SwFpTligPyk_AznBl3IVnoZ1ZRpHKM#scrollTo=8dJdBaAHpV6D,Untitled13.ipynb - Colab,colab.research.google.com,learning,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:03.549834,False,2,10568.13,5431.87,1234.74,25.52
2026-04-09 14:30:01.788223,https://www.google.com/search?q=import+sagemaker.amazon.common+as+smac&oq=import+sagemaker.amazon.common+as+smac&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigATIHCAIQIRigATIHCAMQIRigATIHCAQQIRigAdIBBzkzNmowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,import sagemaker.amazon.common as smac - Google Search,google.com,search,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:03.942861,False,2,10568.13,5431.87,1234.74,25.52
2026-04-09 14:30:32.220494,https://www.google.com/search?sca_esv=e8481ae40804fa8e&sxsrf=ANbL-n4ySXO_2Tf_W4NZFYMhbVtm-5fDeg:1775745001610&udm=28&fbs=ADc_l-aN0CWEZBOHjofHoaMMDiKp9lEhFAN_4ain3HSNQWw-mI4C1ELY88XaJ57aZGHEMB14PDEgpCLEn2YKhh5a2yfvdrlU--ya1SKCE8fGWGlMZNYEg-waUtCAjuw3zxYWIWQloshb_RoWG7WL9krOYwYJkFYw5F-Kutpj2DHpyYetnx1iRzBq300qNaJikfceGimUMkcnu_zulz9C8pYDv9Q1-dl3AA&q=import+sagemaker.amazon.common+as+smac&ved=1t:220175&ictx=111&biw=1536&bih=826&dpr=1.25,import sagemaker.amazon.common as smac - Google Shopping,google.com,search,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:30.432271,False,2,10604.7,5395.3,1190.64,53.01
2026-04-09 14:30:42.120389,https://www.google.com/search?q=sagemaker&sca_esv=e8481ae40804fa8e&biw=1536&bih=826&udm=28&sxsrf=ANbL-n6hai-VyYmmyt2Qpg6ssNKn7LXzjQ%3A1775745032053&ei=CLjXacfqAqKgseMP-rHgoQI&ved=0ahUKEwjHjuPe_eCTAxUiUGwGHfoYOCQQ4dUDCCU&uact=5&oq=sagemaker&gs_lp=Ehlnd3Mtd2l6LW1vZGVsZXNzLXNob3BwaW5nIglzYWdlbWFrZXIyBRAAGIAEMgUQABiABDIEEAAYHjIGEAAYBRgeSKMkUO8IWLodcAN4AZABAJgBygGgAaAKqgEFMC44LjG4AQPIAQD4AQGYAgygAv4KwgIKEAAYRxjWBBiwA8ICChAAGIAEGIoFGEOYAwCIBgGQBgiSBwUzLjguMaAH-x6yBwUwLjguMbgH5QrCBwQ5LTEyyAfvmgWACAE&sclient=gws-wiz-modeless-shopping,sagemaker - Google Shopping,google.com,search,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:09.899895,False,2,10206.6,5793.4,1295.23,22.1
2026-04-09 14:30:45.134309,https://www.google.com/search?sca_esv=e8481ae40804fa8e&sxsrf=ANbL-n4ySXO_2Tf_W4NZFYMhbVtm-5fDeg:1775745001610&udm=28&fbs=ADc_l-aN0CWEZBOHjofHoaMMDiKp9lEhFAN_4ain3HSNQWw-mI4C1ELY88XaJ57aZGHEMB14PDEgpCLEn2YKhh5a2yfvdrlU--ya1SKCE8fGWGlMZNYEg-waUtCAjuw3zxYWIWQloshb_RoWG7WL9krOYwYJkFYw5F-Kutpj2DHpyYetnx1iRzBq300qNaJikfceGimUMkcnu_zulz9C8pYDv9Q1-dl3AA&q=import+sagemaker.amazon.common+as+smac&ved=1t:220175&ictx=111&biw=1536&bih=826&dpr=1.25,import sagemaker.amazon.common as smac - Google Shopping,google.com,search,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:03.013920,False,2,10880.41,5119.59,1297.74,45.12
2026-04-09 14:30:48.760222,https://www.google.com/search?q=import+sagemaker.amazon.common+as+smac&oq=import+sagemaker.amazon.common+as+smac&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigATIHCAIQIRigATIHCAMQIRigATIHCAQQIRigAdIBBzkzNmowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,import sagemaker.amazon.common as smac - Google Search,google.com,search,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:03.625913,False,2,10880.41,5119.59,1297.74,45.12
2026-04-09 14:30:54.200306,https://www.google.com/search?q=sagemaker&sca_esv=e8481ae40804fa8e&sxsrf=ANbL-n4ySXO_2Tf_W4NZFYMhbVtm-5fDeg%3A1775745001610&ei=6bfXaeb3JJ-5seMPy9TI4Q0&udm=28&oq=sagema&gs_lp=Egxnd3Mtd2l6LXNlcnAiBnNhZ2VtYSoCCAAyChAjGLQEGPAFGCcyChAAGIAEGIoFGEMyCxAAGIAEGIoFGJECMgoQABiABBiKBRhDMgoQABiABBiKBRhDMgoQABiABBiKBRhDMgoQABiABBiKBRhDMgoQABiABBiKBRhDMgoQABiABBiKBRhDMgoQABiABBiKBRhDSNUdUI8KWO8VcAN4AJABAJgB0AGgAfcIqgEFMC42LjG4AQHIAQD4AQGYAgmgAvYIwgIKEAAYRxjWBBiwA8ICBBAjGCfCAgoQIxjwBRieBhgnwgIIEAAYgAQYsQPCAg4QABiABBiKBRixAxiDAcICBRAuGIAEwgIKECMY8AUYtAQYJ8ICChAjGJ4GGPAFGCfCAg4QLhiABBiKBRixAxiDAcICDRAAGIAEGIoFGEMYsQPCAhMQLhiABBiKBRhDGLEDGMcBGNEDwgINEC4YgAQYigUYQxixA8ICDhAuGIAEGLEDGMcBGK8BmAMAiAYBkAYIkgcFMy41LjGgB4hRsgcFMC41LjG4B90IwgcHMi0zLjQuMsgHa4AIAQ&sclient=gws-wiz-serp,sagemaker - Google Shopping,google.com,search,14,Thursday,2026-04-09,False,3,afternoon,0 days 00:00:05.440084,False,2,10880.41,5119.59,1297.74,45.12
