timestamp,ram_used_mb,ram_available_mb,browser_ram_mb,cpu_percent
2026-04-09 13:35:59.513788,10294.05,5705.95,1351.33,54.63
2026-04-09 13:36:09.513788,10674.37,5325.63,1317.56,54.8
2026-04-09 13:36:19.513788,10259.59,5740.41,1267.23,21.4
2026-04-09 13:36:29.513788,10654.75,5345.25,1270.8,53.04
2026-04-09 13:36:39.513788,10401.02,5598.98,1276.54,30.87
2026-04-09 13:36:49.513788,10320.9,5679.1,1271.09,26.88
2026-04-09 13:36:59.513788,10367.74,5632.26,1340.41,35.94
2026-04-09 13:37:09.513788,10211.39,5788.61,1440.4,58.59
2026-04-09 13:37:19.513788,10016.25,5983.75,1297.35,24.24
2026-04-09 13:37:29.513788,10420.47,5579.53,1256.74,35.13
2026-04-09 13:37:39.513788,10361.53,5638.47,1330.15,17.24
2026-04-09 13:37:49.513788,10467.96,5532.04,1299.26,22.1
2026-04-09 13:37:59.513788,10628.56,5371.44,1375.19,21.88
2026-04-09 13:38:09.513788,10239.63,5760.37,1438.4,41.62
2026-04-09 13:38:19.513788,10517.37,5482.63,1519.05,14.51
2026-04-09 13:38:29.513788,10301.31,5698.69,1392.32,19.33
2026-04-09 13:38:39.513788,10419.93,5580.07,1249.65,43.88
2026-04-09 13:38:49.513788,10401.83,5598.17,1263.45,21.32
2026-04-09 13:38:59.513788,10187.54,5812.46,1347.36,44.55
2026-04-09 13:39:09.513788,10524.11,5475.89,1283.91,16.88
2026-04-09 13:39:19.513788,10243.35,5756.65,1267.79,56.23
2026-04-09 13:39:29.513788,10328.65,5671.35,1355.61,43.0
2026-04-09 13:39:39.513788,10445.49,5554.51,1430.71,36.48
2026-04-09 13:39:49.513788,10335.1,5664.9,1279.41,54.86
2026-04-09 13:39:59.513788,10451.98,5548.02,1378.18,26.95
2026-04-09 13:40:09.513788,10659.88,5340.12,1213.29,54.86
2026-04-09 13:40:19.513788,10450.1,5549.9,1334.64,42.1
2026-04-09 13:40:29.513788,10445.26,5554.74,1384.74,10.46
2026-04-09 13:40:39.513788,10458.61,5541.39,1228.56,10.25
2026-04-09 13:40:49.513788,10434.97,5565.03,1178.31,44.59
2026-04-09 13:40:59.513788,10161.74,5838.26,1365.66,45.61
2026-04-09 13:41:09.513788,10249.76,5750.24,1186.96,47.32
2026-04-09 13:41:19.513788,10592.68,5407.32,1341.28,42.88
2026-04-09 13:41:29.513788,10226.47,5773.53,1314.59,28.39
2026-04-09 13:41:39.513788,10222.1,5777.9,1218.42,58.65
2026-04-09 13:41:49.513788,10575.73,5424.27,1276.04,41.56
2026-04-09 13:41:59.513788,10402.6,5597.4,1445.35,38.85
2026-04-09 13:42:09.513788,10118.72,5881.28,1296.55,46.12
2026-04-09 13:42:19.513788,10185.82,5814.18,1348.25,57.02
2026-04-09 13:42:29.513788,10375.17,5624.83,1374.03,58.33
2026-04-09 13:42:39.513788,10230.64,5769.36,1148.52,52.56
2026-04-09 13:42:49.513788,10214.79,5785.21,1248.7,37.84
2026-04-09 13:42:59.513788,10434.64,5565.36,1338.53,38.5
2026-04-09 13:43:09.513788,10446.19,5553.81,1219.11,59.5
2026-04-09 13:43:19.513788,10411.64,5588.36,1185.7,53.87
2026-04-09 13:43:29.513788,10574.49,5425.51,1406.62,45.12
2026-04-09 13:43:39.513788,10124.47,5875.53,1206.22,50.47
2026-04-09 13:43:49.513788,10460.89,5539.11,1325.72,55.66
2026-04-09 13:43:59.513788,10503.01,5496.99,1685.27,49.91
2026-04-09 13:44:09.513788,10666.18,5333.82,1398.82,49.79
2026-04-09 13:44:19.513788,10336.95,5663.05,1375.9,28.78
2026-04-09 13:44:29.513788,10433.0,5567.0,1214.41,11.8
2026-04-09 13:44:39.513788,10862.93,5137.07,1113.27,24.33
2026-04-09 13:44:49.513788,10317.09,5682.91,1308.02,11.87
2026-04-09 13:44:59.513788,10305.61,5694.39,1408.9,16.35
2026-04-09 13:45:09.513788,10712.08,5287.92,1312.86,20.79
2026-04-09 13:45:19.513788,10253.93,5746.07,1321.65,12.58
2026-04-09 13:45:29.513788,10877.81,5122.19,1484.34,41.87
2026-04-09 13:45:39.513788,9994.97,6005.03,1318.65,49.76
2026-04-09 13:45:49.513788,10311.1,5688.9,1133.09,13.92
2026-04-09 13:45:59.513788,10501.0,5499.0,1386.58,30.45
2026-04-09 13:46:09.513788,10333.15,5666.85,1268.22,22.51
2026-04-09 13:46:19.513788,10753.09,5246.91,1340.5,43.01
2026-04-09 13:46:29.513788,10475.46,5524.54,1465.14,40.59
2026-04-09 13:46:39.513788,10096.13,5903.87,1251.58,27.8
2026-04-09 13:46:49.513788,10352.52,5647.48,1487.2,14.89
2026-04-09 13:46:59.513788,9751.75,6248.25,1197.56,18.66
2026-04-09 13:47:09.513788,10001.01,5998.99,1169.98,40.79
2026-04-09 13:47:19.513788,10311.99,5688.01,1313.07,28.73
2026-04-09 13:47:29.513788,10411.7,5588.3,1534.8,52.82
2026-04-09 13:47:39.513788,10203.7,5796.3,1346.21,13.53
2026-04-09 13:47:49.513788,10359.51,5640.49,1306.09,39.29
2026-04-09 13:47:59.513788,10422.7,5577.3,1366.21,29.41
2026-04-09 13:48:09.513788,10276.97,5723.03,1511.13,37.28
2026-04-09 13:48:19.513788,10369.64,5630.36,1358.83,58.06
2026-04-09 13:48:29.513788,10302.71,5697.29,1320.76,25.95
2026-04-09 13:48:39.513788,10282.13,5717.87,1384.96,15.91
2026-04-09 13:48:49.513788,10590.4,5409.6,1445.26,53.87
2026-04-09 13:48:59.513788,10562.57,5437.43,1362.96,24.1
2026-04-09 13:49:09.513788,10510.35,5489.65,1228.99,50.34
2026-04-09 13:49:19.513788,10395.82,5604.18,1311.73,28.6
2026-04-09 13:49:29.513788,10266.16,5733.84,1416.19,56.54
2026-04-09 13:49:39.513788,10356.46,5643.54,1409.88,47.54
2026-04-09 13:49:49.513788,10318.42,5681.58,1326.16,55.13
2026-04-09 13:49:59.513788,10661.1,5338.9,1302.1,26.0
2026-04-09 13:50:09.513788,10352.16,5647.84,1385.4,10.54
2026-04-09 13:50:19.513788,10464.83,5535.17,1286.99,57.53
2026-04-09 13:50:29.513788,10782.46,5217.54,1406.52,32.42
2026-04-09 13:50:39.513788,10198.8,5801.2,1178.58,43.63
2026-04-09 13:50:49.513788,10554.14,5445.86,1366.71,49.48
2026-04-09 13:50:59.513788,10397.55,5602.45,1210.27,12.88
2026-04-09 13:51:09.513788,9982.0,6018.0,1477.04,54.39
2026-04-09 13:51:19.513788,10234.9,5765.1,1267.86,17.15
2026-04-09 13:51:29.513788,10522.77,5477.23,1435.79,15.06
2026-04-09 13:51:39.513788,10448.99,5551.01,1249.31,13.64
2026-04-09 13:51:49.513788,10511.82,5488.18,1387.25,14.07
2026-04-09 13:51:59.513788,10110.38,5889.62,1159.25,50.64
2026-04-09 13:52:09.513788,10267.15,5732.85,1436.01,14.18
2026-04-09 13:52:19.513788,10462.18,5537.82,1447.54,31.21
2026-04-09 13:52:29.513788,10339.54,5660.46,1299.54,33.43
2026-04-09 13:52:39.513788,10464.54,5535.46,1217.28,47.3
2026-04-09 13:52:49.513788,10498.54,5501.46,1308.89,28.74
2026-04-09 13:52:59.513788,10538.03,5461.97,1259.88,21.18
2026-04-09 13:53:09.513788,10413.93,5586.07,1398.35,59.65
2026-04-09 13:53:19.513788,10419.54,5580.46,1222.7,58.47
2026-04-09 13:53:29.513788,10855.15,5144.85,1340.62,44.79
2026-04-09 13:53:39.513788,10830.64,5169.36,1223.27,39.22
2026-04-09 13:53:49.513788,10377.81,5622.19,1397.63,41.01
2026-04-09 13:53:59.513788,10232.06,5767.94,1240.06,33.18
2026-04-09 13:54:09.513788,10606.52,5393.48,1118.99,13.89
2026-04-09 13:54:19.513788,10468.35,5531.65,1487.62,25.48
2026-04-09 13:54:29.513788,10514.27,5485.73,1397.05,18.13
2026-04-09 13:54:39.513788,10135.95,5864.05,1483.15,56.64
2026-04-09 13:54:49.513788,10385.28,5614.72,1271.78,50.53
2026-04-09 13:54:59.513788,10057.37,5942.63,1435.39,58.5
2026-04-09 13:55:09.513788,10455.13,5544.87,1327.87,33.43
2026-04-09 13:55:19.513788,10081.11,5918.89,1240.06,12.82
2026-04-09 13:55:29.513788,10451.88,5548.12,1330.23,59.99
2026-04-09 13:55:39.513788,10401.05,5598.95,1304.7,48.45
2026-04-09 13:55:49.513788,10337.4,5662.6,1140.09,16.46
2026-04-09 13:55:59.513788,10424.06,5575.94,1351.44,21.43
2026-04-09 13:56:09.513788,10612.09,5387.91,1454.14,27.91
2026-04-09 13:56:19.513788,10466.46,5533.54,1225.15,36.02
2026-04-09 13:56:29.513788,10422.97,5577.03,1455.13,52.61
2026-04-09 13:56:39.513788,10812.15,5187.85,1475.53,53.83
2026-04-09 13:56:49.513788,10195.92,5804.08,1273.09,11.44
2026-04-09 13:56:59.513788,10529.08,5470.92,1436.86,45.2
2026-04-09 13:57:09.513788,10313.27,5686.73,1265.77,10.73
2026-04-09 13:57:19.513788,10611.68,5388.32,1124.13,29.61
2026-04-09 13:57:29.513788,10577.21,5422.79,1286.29,27.41
2026-04-09 13:57:39.513788,10700.47,5299.53,1307.41,29.83
2026-04-09 13:57:49.513788,10596.31,5403.69,1333.07,57.48
2026-04-09 13:57:59.513788,10059.32,5940.68,1294.45,32.96
2026-04-09 13:58:09.513788,10398.76,5601.24,1340.31,26.44
2026-04-09 13:58:19.513788,10139.11,5860.89,1366.97,13.79
2026-04-09 13:58:29.513788,10179.75,5820.25,1348.77,27.28
2026-04-09 13:58:39.513788,10387.46,5612.54,1395.51,43.38
2026-04-09 13:58:49.513788,10310.66,5689.34,1252.43,12.04
2026-04-09 13:58:59.513788,10293.95,5706.05,1220.71,18.85
2026-04-09 13:59:09.513788,10113.18,5886.82,1280.85,28.21
2026-04-09 13:59:19.513788,10792.95,5207.05,1303.53,11.97
2026-04-09 13:59:29.513788,10502.92,5497.08,1420.46,14.09
2026-04-09 13:59:39.513788,10377.53,5622.47,1277.9,50.31
2026-04-09 13:59:49.513788,10252.72,5747.28,1357.95,20.47
2026-04-09 13:59:59.513788,10344.99,5655.01,1069.81,40.91
2026-04-09 14:00:09.513788,10274.7,5725.3,1080.79,47.37
2026-04-09 14:00:19.513788,10515.31,5484.69,1331.13,35.58
2026-04-09 14:00:29.513788,10205.55,5794.45,1307.95,32.37
2026-04-09 14:00:39.513788,10078.71,5921.29,1320.35,23.46
2026-04-09 14:00:49.513788,10362.62,5637.38,1295.22,26.1
2026-04-09 14:00:59.513788,10270.69,5729.31,1191.85,15.99
2026-04-09 14:01:09.513788,10443.64,5556.36,1391.06,43.96
2026-04-09 14:01:19.513788,10398.41,5601.59,1447.99,14.35
2026-04-09 14:01:29.513788,10874.87,5125.13,1401.45,47.27
2026-04-09 14:01:39.513788,10192.55,5807.45,1280.97,24.19
2026-04-09 14:01:49.513788,10679.15,5320.85,1169.04,38.54
2026-04-09 14:01:59.513788,10120.29,5879.71,1356.3,15.09
2026-04-09 14:02:09.513788,10308.38,5691.62,1237.4,18.03
2026-04-09 14:02:19.513788,10281.52,5718.48,1213.6,18.67
2026-04-09 14:02:29.513788,9899.45,6100.55,1368.46,59.12
2026-04-09 14:02:39.513788,10352.21,5647.79,1209.24,58.47
2026-04-09 14:02:49.513788,10447.46,5552.54,1327.36,22.9
2026-04-09 14:02:59.513788,10500.18,5499.82,1202.24,56.47
2026-04-09 14:03:09.513788,10808.66,5191.34,1461.96,24.0
2026-04-09 14:03:19.513788,10267.48,5732.52,1357.06,26.18
2026-04-09 14:03:29.513788,10455.95,5544.05,1025.9,22.12
2026-04-09 14:03:39.513788,10451.94,5548.06,1209.57,24.43
2026-04-09 14:03:49.513788,10172.17,5827.83,1326.77,34.06
2026-04-09 14:03:59.513788,10269.63,5730.37,1304.74,26.83
2026-04-09 14:04:09.513788,10279.61,5720.39,1376.03,44.08
2026-04-09 14:04:19.513788,10505.96,5494.04,1444.16,33.58
2026-04-09 14:04:29.513788,10045.95,5954.05,1196.74,56.48
2026-04-09 14:04:39.513788,10474.23,5525.77,1239.6,56.92
2026-04-09 14:04:49.513788,10497.61,5502.39,1458.01,52.09
2026-04-09 14:04:59.513788,10467.52,5532.48,1258.81,20.08
2026-04-09 14:05:09.513788,10336.3,5663.7,1268.09,50.73
2026-04-09 14:05:19.513788,10457.95,5542.05,1507.54,27.94
2026-04-09 14:05:29.513788,10345.96,5654.04,1394.76,50.83
2026-04-09 14:05:39.513788,9992.38,6007.62,1199.19,33.13
2026-04-09 14:05:49.513788,10610.32,5389.68,1215.65,35.14
2026-04-09 14:05:59.513788,10465.39,5534.61,1278.09,29.19
2026-04-09 14:06:09.513788,10578.48,5421.52,1309.56,41.21
2026-04-09 14:06:19.513788,10104.28,5895.72,1414.38,16.96
2026-04-09 14:06:29.513788,10501.88,5498.12,1424.73,36.67
2026-04-09 14:06:39.513788,10436.37,5563.63,1324.82,17.58
2026-04-09 14:06:49.513788,10181.72,5818.28,1218.3,47.2
2026-04-09 14:06:59.513788,10414.31,5585.69,1252.23,48.12
2026-04-09 14:07:09.513788,10330.49,5669.51,1382.91,51.06
2026-04-09 14:07:19.513788,10346.03,5653.97,1202.12,49.86
2026-04-09 14:07:29.513788,10314.52,5685.48,1244.74,46.11
2026-04-09 14:07:39.513788,10573.92,5426.08,1435.56,44.7
2026-04-09 14:07:49.513788,10073.56,5926.44,1328.1,27.28
2026-04-09 14:07:59.513788,10044.26,5955.74,1449.6,33.1
2026-04-09 14:08:09.513788,10436.11,5563.89,1564.36,40.57
2026-04-09 14:08:19.513788,10421.88,5578.12,1372.58,44.83
2026-04-09 14:08:29.513788,10443.37,5556.63,1344.21,17.63
2026-04-09 14:08:39.513788,10776.4,5223.6,1434.54,31.21
2026-04-09 14:08:49.513788,10436.78,5563.22,1310.01,56.28
2026-04-09 14:08:59.513788,10202.08,5797.92,1287.42,59.24
2026-04-09 14:09:09.513788,10907.74,5092.26,1352.4,29.95
2026-04-09 14:09:19.513788,10368.4,5631.6,1257.31,50.14
2026-04-09 14:09:29.513788,10570.45,5429.55,1067.93,55.99
2026-04-09 14:09:39.513788,10142.01,5857.99,1170.49,46.88
2026-04-09 14:09:49.513788,10099.45,5900.55,1273.93,32.62
2026-04-09 14:09:59.513788,10350.85,5649.15,1272.73,34.92
2026-04-09 14:10:09.513788,10560.89,5439.11,1284.28,28.12
2026-04-09 14:10:19.513788,10769.79,5230.21,1412.66,10.65
2026-04-09 14:10:29.513788,10196.56,5803.44,1351.67,58.05
2026-04-09 14:10:39.513788,10346.22,5653.78,1189.35,14.27
2026-04-09 14:10:49.513788,10400.14,5599.86,1315.83,39.77
2026-04-09 14:10:59.513788,10402.79,5597.21,1297.59,20.5
2026-04-09 14:11:09.513788,10377.03,5622.97,1315.5,19.53
2026-04-09 14:11:19.513788,10393.45,5606.55,1245.66,38.24
2026-04-09 14:11:29.513788,10677.72,5322.28,1034.06,32.04
2026-04-09 14:11:39.513788,10649.22,5350.78,1092.66,17.76
2026-04-09 14:11:49.513788,10457.97,5542.03,1274.52,57.31
2026-04-09 14:11:59.513788,10118.5,5881.5,1222.22,42.2
2026-04-09 14:12:09.513788,10327.62,5672.38,1293.04,17.81
2026-04-09 14:12:19.513788,10587.14,5412.86,1427.16,11.35
2026-04-09 14:12:29.513788,10259.11,5740.89,1227.17,43.59
2026-04-09 14:12:39.513788,10295.1,5704.9,1348.94,42.64
2026-04-09 14:12:49.513788,10329.86,5670.14,1277.08,22.16
2026-04-09 14:12:59.513788,10542.19,5457.81,1344.43,51.51
2026-04-09 14:13:09.513788,10729.28,5270.72,1199.29,20.25
2026-04-09 14:13:19.513788,10518.62,5481.38,1269.05,10.65
2026-04-09 14:13:29.513788,10066.04,5933.96,1476.47,54.63
2026-04-09 14:13:39.513788,10295.46,5704.54,1404.9,22.97
2026-04-09 14:13:49.513788,10663.15,5336.85,1124.69,23.4
2026-04-09 14:13:59.513788,10143.91,5856.09,1475.48,37.6
2026-04-09 14:14:09.513788,10049.31,5950.69,1245.51,57.42
2026-04-09 14:14:19.513788,10291.02,5708.98,1339.91,53.42
2026-04-09 14:14:29.513788,10594.36,5405.64,1296.9,49.99
2026-04-09 14:14:39.513788,10327.28,5672.72,1294.31,23.43
2026-04-09 14:14:49.513788,10831.05,5168.95,1367.23,22.89
2026-04-09 14:14:59.513788,10434.17,5565.83,1281.6,59.22
2026-04-09 14:15:09.513788,10142.31,5857.69,1310.08,23.62
2026-04-09 14:15:19.513788,10439.17,5560.83,1202.16,23.7
2026-04-09 14:15:29.513788,10801.11,5198.89,1371.76,51.49
2026-04-09 14:15:39.513788,10451.21,5548.79,1398.27,40.03
2026-04-09 14:15:49.513788,10199.25,5800.75,1351.03,55.72
2026-04-09 14:15:59.513788,10031.83,5968.17,1172.04,35.95
2026-04-09 14:16:09.513788,10330.4,5669.6,1319.86,40.16
2026-04-09 14:16:19.513788,10277.7,5722.3,1159.33,24.43
2026-04-09 14:16:29.513788,10668.26,5331.74,1211.62,24.86
2026-04-09 14:16:39.513788,10210.12,5789.88,1563.24,43.18
2026-04-09 14:16:49.513788,10419.06,5580.94,1317.9,20.75
2026-04-09 14:16:59.513788,10284.87,5715.13,1312.2,34.82
2026-04-09 14:17:09.513788,10062.09,5937.91,1398.71,48.55
2026-04-09 14:17:19.513788,10393.0,5607.0,1477.08,44.42
2026-04-09 14:17:29.513788,10088.41,5911.59,1259.96,50.96
2026-04-09 14:17:39.513788,10526.48,5473.52,1397.26,23.61
2026-04-09 14:17:49.513788,10047.43,5952.57,1414.41,14.58
2026-04-09 14:17:59.513788,10385.11,5614.89,1362.07,19.26
2026-04-09 14:18:09.513788,10612.91,5387.09,1311.96,46.61
2026-04-09 14:18:19.513788,10511.96,5488.04,1408.08,44.61
2026-04-09 14:18:29.513788,10309.25,5690.75,1363.29,34.47
2026-04-09 14:18:39.513788,10485.92,5514.08,1320.77,19.03
2026-04-09 14:18:49.513788,10563.7,5436.3,1313.38,11.7
2026-04-09 14:18:59.513788,10183.79,5816.21,1405.32,56.22
2026-04-09 14:19:09.513788,10625.81,5374.19,1291.96,52.23
2026-04-09 14:19:19.513788,10587.66,5412.34,1248.4,11.85
2026-04-09 14:19:29.513788,10118.97,5881.03,1350.1,16.03
2026-04-09 14:19:39.513788,10444.43,5555.57,1252.13,26.99
2026-04-09 14:19:49.513788,10347.79,5652.21,1313.5,25.76
2026-04-09 14:19:59.513788,10689.4,5310.6,1319.66,25.94
2026-04-09 14:20:09.513788,10573.55,5426.45,1328.3,40.79
2026-04-09 14:20:19.513788,10416.46,5583.54,1406.55,56.95
2026-04-09 14:20:29.513788,10644.63,5355.37,1231.66,30.1
2026-04-09 14:20:39.513788,10859.78,5140.22,1263.72,53.68
2026-04-09 14:20:49.513788,10063.64,5936.36,1124.14,46.88
2026-04-09 14:20:59.513788,10315.96,5684.04,1271.82,27.73
2026-04-09 14:21:09.513788,10198.78,5801.22,1194.91,21.68
2026-04-09 14:21:19.513788,10393.06,5606.94,1323.42,29.22
2026-04-09 14:21:29.513788,10185.88,5814.12,1368.26,57.5
2026-04-09 14:21:39.513788,10596.86,5403.14,1278.6,57.24
2026-04-09 14:21:49.513788,10861.94,5138.06,1233.61,18.35
2026-04-09 14:21:59.513788,10433.29,5566.71,1349.25,40.39
2026-04-09 14:22:09.513788,10086.01,5913.99,1307.4,18.83
2026-04-09 14:22:19.513788,10275.37,5724.63,1244.45,48.98
2026-04-09 14:22:29.513788,10300.81,5699.19,1283.19,58.46
2026-04-09 14:22:39.513788,10684.1,5315.9,1242.93,44.8
2026-04-09 14:22:49.513788,10468.72,5531.28,1262.34,21.22
2026-04-09 14:22:59.513788,10440.58,5559.42,1148.43,39.65
2026-04-09 14:23:09.513788,10231.98,5768.02,1316.47,53.87
2026-04-09 14:23:19.513788,10277.44,5722.56,1261.23,54.44
2026-04-09 14:23:29.513788,10508.7,5491.3,1408.36,37.54
2026-04-09 14:23:39.513788,10364.61,5635.39,1220.17,28.63
2026-04-09 14:23:49.513788,10576.82,5423.18,1204.93,34.79
2026-04-09 14:23:59.513788,10296.48,5703.52,1322.38,52.56
2026-04-09 14:24:09.513788,9703.84,6296.16,1212.98,39.62
2026-04-09 14:24:19.513788,10302.11,5697.89,1404.42,43.9
2026-04-09 14:24:29.513788,10072.12,5927.88,1346.25,53.93
2026-04-09 14:24:39.513788,10518.13,5481.87,1410.87,52.53
2026-04-09 14:24:49.513788,10481.12,5518.88,1371.5,51.85
2026-04-09 14:24:59.513788,10613.33,5386.67,1416.93,40.93
2026-04-09 14:25:09.513788,10270.16,5729.84,1348.06,54.04
2026-04-09 14:25:19.513788,10366.58,5633.42,1314.67,26.76
2026-04-09 14:25:29.513788,10262.09,5737.91,1349.5,50.9
2026-04-09 14:25:39.513788,10405.75,5594.25,1427.85,10.32
2026-04-09 14:25:49.513788,10563.55,5436.45,1151.06,59.06
2026-04-09 14:25:59.513788,10128.03,5871.97,1374.63,41.7
2026-04-09 14:26:09.513788,10699.03,5300.97,1321.36,15.35
2026-04-09 14:26:19.513788,10449.88,5550.12,1457.75,58.15
2026-04-09 14:26:29.513788,10641.8,5358.2,1155.85,56.6
2026-04-09 14:26:39.513788,10310.71,5689.29,1319.41,25.05
2026-04-09 14:26:49.513788,10327.41,5672.59,1317.46,39.11
2026-04-09 14:26:59.513788,10639.01,5360.99,1147.68,12.29
2026-04-09 14:27:09.513788,10473.42,5526.58,1247.42,11.23
2026-04-09 14:27:19.513788,10713.1,5286.9,1293.42,44.16
2026-04-09 14:27:29.513788,10059.8,5940.2,1259.35,59.86
2026-04-09 14:27:39.513788,10110.4,5889.6,1080.12,18.18
2026-04-09 14:27:49.513788,10529.73,5470.27,1398.73,21.04
2026-04-09 14:27:59.513788,10448.76,5551.24,1243.59,42.73
2026-04-09 14:28:09.513788,10355.52,5644.48,1185.3,57.18
2026-04-09 14:28:19.513788,10769.33,5230.67,1192.99,29.88
2026-04-09 14:28:29.513788,10579.58,5420.42,1279.34,21.5
2026-04-09 14:28:39.513788,10149.69,5850.31,1444.38,53.22
2026-04-09 14:28:49.513788,10501.1,5498.9,1297.11,19.28
2026-04-09 14:28:59.513788,10468.55,5531.45,1345.68,48.55
2026-04-09 14:29:09.513788,10491.99,5508.01,1360.75,41.31
2026-04-09 14:29:19.513788,10439.3,5560.7,1370.9,49.83
2026-04-09 14:29:29.513788,10193.86,5806.14,1295.02,16.26
2026-04-09 14:29:39.513788,10264.72,5735.28,1480.09,20.03
2026-04-09 14:29:49.513788,10251.83,5748.17,1298.57,39.1
2026-04-09 14:29:59.513788,10568.13,5431.87,1234.74,25.52
2026-04-09 14:30:09.513788,10344.62,5655.38,1297.46,13.62
2026-04-09 14:30:19.513788,10309.54,5690.46,1057.61,40.0
2026-04-09 14:30:29.513788,10604.7,5395.3,1190.64,53.01
2026-04-09 14:30:39.513788,10206.6,5793.4,1295.23,22.1
2026-04-09 14:30:49.513788,10880.41,5119.59,1297.74,45.12
2026-04-09 14:30:59.513788,10355.81,5644.19,1302.69,26.32
2026-04-09 14:31:09.513788,10224.74,5775.26,1303.77,27.53
2026-04-09 14:31:19.513788,10199.68,5800.32,1271.89,38.38
2026-04-09 14:31:29.513788,10597.78,5402.22,1362.33,20.01
2026-04-09 14:31:39.513788,10679.87,5320.13,1392.46,11.58
2026-04-09 14:31:49.513788,10762.4,5237.6,1335.79,53.55
2026-04-09 14:31:59.513788,10579.04,5420.96,1363.52,26.97
2026-04-09 14:32:09.513788,10422.91,5577.09,1395.01,50.86
2026-04-09 14:32:19.513788,10815.05,5184.95,1231.08,36.32
2026-04-09 14:32:29.513788,10326.1,5673.9,1320.45,13.02
2026-04-09 14:32:39.513788,10269.72,5730.28,1251.61,53.59
2026-04-09 14:32:49.513788,10193.68,5806.32,1247.07,49.48
2026-04-09 14:32:59.513788,10395.13,5604.87,1514.23,37.77
2026-04-09 14:33:09.513788,10213.36,5786.64,1375.33,59.82
2026-04-09 14:33:19.513788,10407.6,5592.4,1312.0,19.98
2026-04-09 14:33:29.513788,10299.55,5700.45,1321.16,11.53
2026-04-09 14:33:39.513788,10348.52,5651.48,1133.14,53.41
2026-04-09 14:33:49.513788,10586.58,5413.42,1387.32,31.27
2026-04-09 14:33:59.513788,10154.85,5845.15,1153.56,59.38
2026-04-09 14:34:09.513788,10087.64,5912.36,1500.17,46.26
2026-04-09 14:34:19.513788,10615.74,5384.26,1296.15,55.04
2026-04-09 14:34:29.513788,10073.41,5926.59,1242.72,39.62
2026-04-09 14:34:39.513788,10695.31,5304.69,1438.01,46.66
2026-04-09 14:34:49.513788,10480.33,5519.67,1231.44,55.45
2026-04-09 14:34:59.513788,10289.94,5710.06,1232.84,58.57
2026-04-09 14:35:09.513788,10464.76,5535.24,1270.85,34.61
2026-04-09 14:35:19.513788,10508.72,5491.28,1262.94,32.27
2026-04-09 14:35:29.513788,9953.11,6046.89,1323.52,39.65
2026-04-09 14:35:39.513788,10327.51,5672.49,1188.03,58.47
2026-04-09 14:35:49.513788,10561.46,5438.54,1175.42,26.26
2026-04-09 14:35:59.513788,10306.46,5693.54,1334.65,58.49
2026-04-09 14:36:09.513788,10088.82,5911.18,1272.76,13.67
2026-04-09 14:36:19.513788,10415.36,5584.64,1171.7,26.85
2026-04-09 14:36:29.513788,10348.15,5651.85,1423.37,22.44
2026-04-09 14:36:39.513788,10700.15,5299.85,1385.02,18.35
